position,username,user_id,title,text,highlighs,link,location,sentimen,label,address,latitude,longitude,words,stop_words,stemmed_words,processed
77,renandabachtar,74103498.0,h3nd4r - Hendar Tusmin,... Bayar 2%. Nasabah PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life/WAL) buka suara soal hasil neraca sementara likuidasi (NSL) Wanaartha. 1. 2.,['Wanaartha Life'],https://twitter.com/h3nd4r,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Bayar', 'Nasabah', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'buka', 'suara', 'soal', 'hasil', 'neraca', 'sementara', 'likuidasi', 'NSL', 'Wanaartha']","['Bayar', 'Nasabah', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'buka', 'suara', 'soal', 'hasil', 'neraca', '', 'likuidasi', 'NSL', 'Wanaartha']","['bayar', 'nasabah', 'pt', 'asuransi', 'jiwa', 'adisarana', 'wanaartha', 'wanaartha', 'buka', 'suara', 'soal', 'hasil', 'neraca', '', 'likuidasi', 'nsl', 'wanaartha']",bayar nasabah pt asuransi jiwa adisarana wanaartha wanaartha buka suara soal hasil neraca  likuidasi nsl wanaartha
78,kholiq486,9.4e+17,Teenu C Jiriadana (@teenuchandra) ...,"Teenu C Jiriadana's posts ... Terima kasih kepada Pak Yanes Y. Matulatuwa (President Director WanaArtha Life), Ibu Mitzi Ranti, Ibu Ellusi, dan Ibu Yenny.",['WanaArtha Life'],https://twitter.com/teenuchandra,"Makassar,Indonesia",Netral,2,"Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia",-5.1342962,119.4124282,"['Teenu', 'C', 'Jiriadana', 'posts', 'Terima', 'kasih', 'kepada', 'Pak', 'Yanes', 'Matulatuwa', 'President', 'Director', 'WanaArtha', 'Life', 'Ibu', 'Mitzi', 'Ranti', 'Ibu', 'Ellusi', 'dan', 'Ibu', 'Yenny']","['Teenu', 'C', 'Jiriadana', 'posts', 'Terima', 'kasih', '', 'Pak', 'Yanes', 'Matulatuwa', 'President', 'Director', 'WanaArtha', 'Life', 'Ibu', 'Mitzi', 'Ranti', 'Ibu', 'Ellusi', '', 'Ibu', 'Yenny']","['teenu', 'c', 'jiriadana', 'posts', 'terima', 'kasih', '', 'pak', 'yanes', 'matulatuwa', 'president', 'director', 'wanaartha', 'life', 'ibu', 'mitzi', 'ranti', 'ibu', 'ellusi', '', 'ibu', 'yenny']",teenu c jiriadana posts terima kasih  pak yanes matulatuwa president director wanaartha life ibu mitzi ranti ibu ellusi  ibu yenny
79,sugengwahyudi03,85757826.0,Darma_9 - Darmawit Saputra,Otoritas Jasa Keuangan (OJK) mencabut izin usaha usaha PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life/PT WAL) efektif per Senin (5/12).,['Wanaartha Life'],https://twitter.com/Darma_9,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Otoritas', 'Jasa', 'Keuangan', 'OJK', 'mencabut', 'izin', 'usaha', 'usaha', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'WAL', 'efektif', 'per', 'Senin']","['Otoritas', 'Jasa', 'Keuangan', 'OJK', 'mencabut', 'izin', 'usaha', 'usaha', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'WAL', 'efektif', 'per', 'Senin']","['otoritas', 'jasa', 'uang', 'ojk', 'cabut', 'izin', 'usaha', 'usaha', 'pt', 'asuransi', 'jiwa', 'adisarana', 'wanaartha', 'wanaartha', 'wal', 'efektif', 'per', 'senin']",otoritas jasa uang ojk cabut izin usaha usaha pt asuransi jiwa adisarana wanaartha wanaartha wal efektif per senin
80,mamat_sura,9.52e+17,Alex Stefanus,"@jokowi Â· #LibatkanNasabahDlmTimLikuidasiWanaarthaLife. Translate post. Peserta Wanaartha Life Tercatat 100 Ribu, OJK: Tim Likuidasi AkanÂ ...",['Wanaartha Life'],https://twitter.com/alexstefanus/status/1601085057812549635,"Bandung,JawaBarat",Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539,"['jokowi', 'LibatkanNasabahDlmTimLikuidasiWanaarthaLife', 'Translate', 'post', 'Peserta', 'Wanaartha', 'Life', 'Tercatat', 'Ribu', 'OJK', 'Tim', 'Likuidasi', 'AkanÂ']","['jokowi', 'LibatkanNasabahDlmTimLikuidasiWanaarthaLife', 'Translate', 'post', 'Peserta', 'Wanaartha', 'Life', 'Tercatat', 'Ribu', 'OJK', 'Tim', 'Likuidasi', 'AkanÂ']","['jokowi', 'libatkannasabahdlmtimlikuidasiwanaarthalife', 'translate', 'post', 'serta', 'wanaartha', 'life', 'catat', 'ribu', 'ojk', 'tim', 'likuidasi', 'akan']",jokowi libatkannasabahdlmtimlikuidasiwanaarthalife translate post serta wanaartha life catat ribu ojk tim likuidasi akan
81,balitbanghub151,3610194613.0,Dr.Basroni Kiran.SH.MH,Otoritas Jasa Keuangan (OJK) mengungkap rusaknya laporan keuangan dari Wanaartha Life. Ada penggelapan polis hingga Rp12 triliun! Edan! Wanaartha LifeÂ ...,"['Wanaartha Life', 'Wanaartha Life']",https://twitter.com/basronikiran,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Otoritas', 'Jasa', 'Keuangan', 'OJK', 'mengungkap', 'rusaknya', 'laporan', 'keuangan', 'dari', 'Wanaartha', 'Life', 'Ada', 'penggelapan', 'polis', 'hingga', 'triliun', 'Edan', 'Wanaartha', 'LifeÂ']","['Otoritas', 'Jasa', 'Keuangan', 'OJK', 'mengungkap', 'rusaknya', 'laporan', 'keuangan', '', 'Wanaartha', 'Life', 'Ada', 'penggelapan', 'polis', 'hingga', 'triliun', 'Edan', 'Wanaartha', 'LifeÂ']","['otoritas', 'jasa', 'uang', 'ojk', 'ungkap', 'rusak', 'lapor', 'uang', '', 'wanaartha', 'life', 'ada', 'gelap', 'polis', 'hingga', 'triliun', 'edan', 'wanaartha', 'life']",otoritas jasa uang ojk ungkap rusak lapor uang  wanaartha life ada gelap polis hingga triliun edan wanaartha life
82,dibbbbbbbbbbb,524879502.0,limsoeyantho,"@limsoeyantho. Â·. Apr 19, 2020 Â· http://theiconomics.com/art-of-execution/wanaartha-life-akan-tempuh-langkah-hukum-untuk-buka-pemblokiran-rekening/â€¦ Quote.",['wanaartha-life'],https://twitter.com/limsoeyantho,"Jakarta Pusat,DKI Jakarta",Netral,2,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['limsoeyantho', 'Apr', 'http', 'Quote']","['limsoeyantho', 'Apr', 'http', 'Quote']","['limsoeyantho', 'apr', 'http', 'quote']",limsoeyantho apr http quote
83,cagubnyinyir2,1.01e+18,Alex Stefanus,"21/01/22 genap 2 thn uang premi pemegang polis pd SRE Wanaartha Life (WAL) diblokir, disita & dirampas @KejaksaanRI. 11/01/22 genap 3 blnÂ ...",['Wanaartha Life'],https://twitter.com/alexstefanus/status/1477998214355718144,"Palembang,Sumsel,Indonesia",Negatif,0,"Palembang, Sumatera Selatan",-2.9888297,104.756857,"['genap', 'thn', 'uang', 'premi', 'pemegang', 'polis', 'pd', 'SRE', 'Wanaartha', 'Life', 'WAL', 'diblokir', 'disita', 'dirampas', 'KejaksaanRI', 'genap', 'blnÂ']","['genap', 'thn', 'uang', 'premi', 'pemegang', 'polis', 'pd', 'SRE', 'Wanaartha', 'Life', 'WAL', 'diblokir', 'disita', 'dirampas', 'KejaksaanRI', 'genap', 'blnÂ']","['genap', 'thn', 'uang', 'premi', 'pegang', 'polis', 'pd', 'sre', 'wanaartha', 'life', 'wal', 'blokir', 'sita', 'rampas', 'kejaksaanri', 'genap', 'bln']",genap thn uang premi pegang polis pd sre wanaartha life wal blokir sita rampas kejaksaanri genap bln
84,balitbanghub151,3610194613.0,Mutie Septianingsih (@MutieHaryanto) / X,"... @MutieHaryanto. Â·. Jul 28, 2016. ""Silaturahim.."" WanaArtha Life terima kasih Pak nasihatnya, berkah kita semua. @haikal_hassan. @haikalbaras. Image.",['WanaArtha Life'],https://twitter.com/MutieHaryanto,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['MutieHaryanto', 'Jul', 'Silaturahim', 'WanaArtha', 'Life', 'terima', 'kasih', 'Pak', 'nasihatnya', 'berkah', 'kita', 'semua', 'haikalbaras', 'Image']","['MutieHaryanto', 'Jul', 'Silaturahim', 'WanaArtha', 'Life', 'terima', 'kasih', 'Pak', 'nasihatnya', 'berkah', '', 'semua', 'haikalbaras', 'Image']","['mutieharyanto', 'jul', 'silaturahim', 'wanaartha', 'life', 'terima', 'kasih', 'pak', 'nasihat', 'berkah', '', 'semua', 'haikalbaras', 'image']",mutieharyanto jul silaturahim wanaartha life terima kasih pak nasihat berkah  semua haikalbaras image
85,kholiq486,9.4e+17,fhr,"dmz_ers @hrdbacot Seru nih, org indo ada 11 orang, 3 orang kasus asuransi wanaartha life. Btw Harun Masiku udah ga ada di list red notice.",['wanaartha life'],https://twitter.com/nukanikufesin/status/1607403899232858112,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['hrdbacot', 'Seru', 'nih', 'org', 'indo', 'ada', 'orang', 'orang', 'kasus', 'asuransi', 'wanaartha', 'life', 'Btw', 'Harun', 'Masiku', 'udah', 'ga', 'ada', 'di', 'list', 'red', 'notice']","['hrdbacot', 'Seru', 'nih', 'org', 'indo', '', 'orang', 'orang', 'kasus', 'asuransi', 'wanaartha', 'life', 'Btw', 'Harun', 'Masiku', 'udah', 'ga', '', '', 'list', 'red', 'notice']","['hrdbacot', 'seru', 'nih', 'org', 'indo', '', 'orang', 'orang', 'kasus', 'asuransi', 'wanaartha', 'life', 'btw', 'harun', 'mas', 'udah', 'ga', '', '', 'list', 'red', 'notice']",hrdbacot seru nih org indo  orang orang kasus asuransi wanaartha life btw harun mas udah ga   list red notice
86,sugengwahyudi03,85757826.0,Teenu C Jiriadana,"Terima kasih kepada Pak Yanes Y. Matulatuwa (President Director WanaArtha Life), Ibu Mitzi Ranti, Ibu Ellusi, dan Ibu Yenny.",['WanaArtha Life'],https://twitter.com/teenuchandra/status/911475770274361346,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Terima', 'kasih', 'kepada', 'Pak', 'Yanes', 'Matulatuwa', 'President', 'Director', 'WanaArtha', 'Life', 'Ibu', 'Mitzi', 'Ranti', 'Ibu', 'Ellusi', 'dan', 'Ibu', 'Yenny']","['Terima', 'kasih', '', 'Pak', 'Yanes', 'Matulatuwa', 'President', 'Director', 'WanaArtha', 'Life', 'Ibu', 'Mitzi', 'Ranti', 'Ibu', 'Ellusi', '', 'Ibu', 'Yenny']","['terima', 'kasih', '', 'pak', 'yanes', 'matulatuwa', 'president', 'director', 'wanaartha', 'life', 'ibu', 'mitzi', 'ranti', 'ibu', 'ellusi', '', 'ibu', 'yenny']",terima kasih  pak yanes matulatuwa president director wanaartha life ibu mitzi ranti ibu ellusi  ibu yenny
87,mamat_sura,9.52e+17,jonlik0406 - Johan Likamto,"@jonlik0406. Â·. Feb 2, 2014. I'm devastated to this condition. Johan Likamto Â· @jonlik0406. Â·. Jan 27, 2014. wanaartha life,walinvest solusi terbaik untukÂ ...",['wanaartha life'],https://twitter.com/jonlik0406,"Kalimantan Tengah, Indonesia",Negatif,0,"Kalimantan Tengah, Indonesia",-1.499583,113.2903307,"['Feb', 'I', 'devastated', 'to', 'this', 'condition', 'Johan', 'Likamto', 'Jan', 'wanaartha', 'life', 'walinvest', 'solusi', 'terbaik', 'untukÂ']","['Feb', 'I', 'devastated', 'to', 'this', 'condition', 'Johan', 'Likamto', 'Jan', 'wanaartha', 'life', 'walinvest', 'solusi', 'terbaik', 'untukÂ']","['feb', 'i', 'devastated', 'to', 'this', 'condition', 'johan', 'likamto', 'jan', 'wanaartha', 'life', 'walinvest', 'solusi', 'baik', 'untuk']",feb i devastated to this condition johan likamto jan wanaartha life walinvest solusi baik untuk
88,CimahiGarbi,1.06e+18,Kiki Saragih (@kiki_saragih) / X,"Total kewajiban yang harus dibayarkan WanaArtha Life kepada para pemegang polis menyentuh Rp15,7 triliun. Namun, aset perusahaan yang dimiliki tak sampaiÂ ...",['WanaArtha Life'],https://twitter.com/kiki_saragih,"Malang,JawaTimur",Negatif,0,"Malang, Jawa Timur, Indonesia",-8.10479815,112.6879872,"['Total', 'kewajiban', 'yang', 'harus', 'dibayarkan', 'WanaArtha', 'Life', 'kepada', 'para', 'pemegang', 'polis', 'menyentuh', 'triliun', 'Namun', 'aset', 'perusahaan', 'yang', 'dimiliki', 'tak', 'sampaiÂ']","['Total', 'kewajiban', '', '', 'dibayarkan', 'WanaArtha', 'Life', '', '', 'pemegang', 'polis', 'menyentuh', 'triliun', 'Namun', 'aset', 'perusahaan', '', 'dimiliki', 'tak', 'sampaiÂ']","['total', 'wajib', '', '', 'bayar', 'wanaartha', 'life', '', '', 'pegang', 'polis', 'sentuh', 'triliun', 'namun', 'aset', 'usaha', '', 'milik', 'tak', 'sampai']",total wajib   bayar wanaartha life   pegang polis sentuh triliun namun aset usaha  milik tak sampai
89,balitbanghub151,3610194613.0,Indonesia Raya,"Usut Aliran Dana Wanaartha Life, Nasabah Tunjuk Auditor - Iconomics. From theiconomics.com Â· 3:49 PM Â· Jun 16, 2022.",['Wanaartha Life'],https://twitter.com/Indones20366386/status/1537462466208473088,MNCNewsCenterLt.11Jakarta,Netral,2,"iNews Tower, Jalan Kebon Sirih Jakarta",-6.1849205,106.8308589,"['Usut', 'Aliran', 'Dana', 'Wanaartha', 'Life', 'Nasabah', 'Tunjuk', 'Auditor', 'Iconomics', 'From', 'PM', 'Jun']","['Usut', 'Aliran', 'Dana', 'Wanaartha', 'Life', 'Nasabah', 'Tunjuk', 'Auditor', 'Iconomics', 'From', 'PM', 'Jun']","['usut', 'alir', 'dana', 'wanaartha', 'life', 'nasabah', 'tunjuk', 'auditor', 'iconomics', 'from', 'pm', 'jun']",usut alir dana wanaartha life nasabah tunjuk auditor iconomics from pm jun
90,YokoSetyoso,332300097.0,nniiiaasssss - nias damayanti,OJK Harus Segera Buka Blokir Rekening Efek WanaArtha Life - Tandatangani Petisi! https://t.co/3K2QqYZCaV lewat @ChangeOrg_ID.,['WanaArtha Life'],https://twitter.com/nniiiaasssss,"Bogor,JawaBarat",Negatif,0,"Bogor, Jawa Barat, 16121, Indonesia",-6.5962986,106.7972421,"['OJK', 'Harus', 'Segera', 'Buka', 'Blokir', 'Rekening', 'Efek', 'WanaArtha', 'Life', 'Tandatangani', 'Petisi', 'https', 'lewat']","['OJK', 'Harus', 'Segera', 'Buka', 'Blokir', 'Rekening', 'Efek', 'WanaArtha', 'Life', 'Tandatangani', 'Petisi', 'https', 'lewat']","['ojk', 'harus', 'segera', 'buka', 'blokir', 'rekening', 'efek', 'wanaartha', 'life', 'tandatangani', 'petisi', 'https', 'lewat']",ojk harus segera buka blokir rekening efek wanaartha life tandatangani petisi https lewat
91,dibbbbbbbbbbb,524879502.0,agustina yang (@agustina_yang) ...,agustina yang's posts ... â© Pak Jokowi : tolong luangkan sedikit waktu buat korban investasi wanaartha life. Owner'nya sudah kabur ke Amrik. Pihak OJK tidak bisaÂ ...,['wanaartha life'],https://twitter.com/agustina_yang,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['agustina', 'yang', 'posts', 'Pak', 'Jokowi', 'tolong', 'luangkan', 'sedikit', 'waktu', 'buat', 'korban', 'investasi', 'wanaartha', 'life', 'sudah', 'kabur', 'ke', 'Amrik', 'Pihak', 'OJK', 'tidak', 'bisaÂ']","['agustina', '', 'posts', 'Pak', 'Jokowi', '', 'luangkan', 'sedikit', 'waktu', 'buat', 'korban', 'investasi', 'wanaartha', 'life', '', 'kabur', '', 'Amrik', 'Pihak', 'OJK', '', 'bisaÂ']","['agustina', '', 'posts', 'pak', 'jokowi', '', 'luang', 'sedikit', 'waktu', 'buat', 'korban', 'investasi', 'wanaartha', 'life', '', 'kabur', '', 'amrik', 'pihak', 'ojk', '', 'bisa']",agustina  posts pak jokowi  luang sedikit waktu buat korban investasi wanaartha life  kabur  amrik pihak ojk  bisa
92,cagubnyinyir2,1.01e+18,TheCropJajang,"Sidang Vonis Jiwasraya Ditutup, Nasabah WanaArtha Life Bikin Kericuhan : Okezone Nasional. Sejumlah nasabah WanaArtha Life protes lantaranÂ ...","['WanaArtha Life', 'WanaArtha Life']",https://twitter.com/ChopShopkc1/status/1326812604686245888,"BalikpapanTengah,Indonesia",Negatif,0,"BalikpapanTengah,Indonesia",-1.2452915,116.8505397,"['Sidang', 'Vonis', 'Jiwasraya', 'Ditutup', 'Nasabah', 'WanaArtha', 'Life', 'Bikin', 'Kericuhan', 'Okezone', 'Nasional', 'Sejumlah', 'nasabah', 'WanaArtha', 'Life', 'protes', 'lantaranÂ']","['Sidang', 'Vonis', 'Jiwasraya', 'Ditutup', 'Nasabah', 'WanaArtha', 'Life', 'Bikin', 'Kericuhan', 'Okezone', 'Nasional', 'Sejumlah', 'nasabah', 'WanaArtha', 'Life', 'protes', 'lantaranÂ']","['sidang', 'vonis', 'jiwasraya', 'tutup', 'nasabah', 'wanaartha', 'life', 'bikin', 'ricuh', 'okezone', 'nasional', 'jumlah', 'nasabah', 'wanaartha', 'life', 'protes', 'lantar']",sidang vonis jiwasraya tutup nasabah wanaartha life bikin ricuh okezone nasional jumlah nasabah wanaartha life protes lantar
93,balitbanghub151,3610194613.0,å“ä¿å¦,dan ojk yang saya rasa sdh nilep uang ini. Translate post. money.kompas.com. Nasabah Gagal Bayar Wanaartha Life: Kami Jangan Dibawa Muter-Â ...,['Wanaartha Life'],https://twitter.com/YeniChubi/status/1532717758219051008,"GrahaPena,KebayoranLama12",Negatif,0,"Graha Pena, Jalan Tanah Baru V, RW 04, Sukabumi Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 12210, Indonesia",-6.2150741,106.7777897,"['dan', 'ojk', 'yang', 'saya', 'rasa', 'sdh', 'nilep', 'uang', 'ini', 'Translate', 'post', 'Nasabah', 'Gagal', 'Bayar', 'Wanaartha', 'Life', 'Kami', 'Jangan', 'Dibawa']","['', 'ojk', '', '', 'rasa', 'sdh', 'nilep', 'uang', '', 'Translate', 'post', 'Nasabah', 'Gagal', 'Bayar', 'Wanaartha', 'Life', 'Kami', 'Jangan', 'Dibawa']","['', 'ojk', '', '', 'rasa', 'sdh', 'nilep', 'uang', '', 'translate', 'post', 'nasabah', 'gagal', 'bayar', 'wanaartha', 'life', 'kami', 'jangan', 'bawa']", ojk   rasa sdh nilep uang  translate post nasabah gagal bayar wanaartha life kami jangan bawa
94,mauritsjelek,7.15e+17,"""Kami ada dosa apa pak tolong bukakan pintu hati sesuai ...",(Video bag 1) PN Jakpus 3/6/2021: Semua pakar hukum & saksi ahli bilang penyitaan aset nsbh Wanaartha Life oleh @KejaksaanRI adlh cacatÂ ...,['Wanaartha Life'],https://twitter.com/polaroidblur77/status/1403058656220954628,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Video', 'bag', 'PN', 'Jakpus', 'Semua', 'pakar', 'hukum', 'saksi', 'ahli', 'bilang', 'penyitaan', 'aset', 'nsbh', 'Wanaartha', 'Life', 'oleh', 'KejaksaanRI', 'adlh', 'cacatÂ']","['Video', 'bag', 'PN', 'Jakpus', 'Semua', 'pakar', 'hukum', 'saksi', 'ahli', 'bilang', 'penyitaan', 'aset', 'nsbh', 'Wanaartha', 'Life', '', 'KejaksaanRI', 'adlh', 'cacatÂ']","['video', 'bag', 'pn', 'jakpus', 'semua', 'pakar', 'hukum', 'saksi', 'ahli', 'bilang', 'sita', 'aset', 'nsbh', 'wanaartha', 'life', '', 'kejaksaanri', 'adlh', 'cacat']",video bag pn jakpus semua pakar hukum saksi ahli bilang sita aset nsbh wanaartha life  kejaksaanri adlh cacat
95,Geegeehn1,9.86e+17,Christine Jahja (@c_jahja) / X,"Christine Jahja Â· @c_jahja. Â·. Jun 14, 2020 Â· http://Kompas.com https://investor.id/finance/nasabah-wanaartha-life-mengharapkan-rekening-yang-disita-Â ...",['wanaartha-life'],https://twitter.com/c_jahja,"Bekasi,JawaBarat",Negatif,0,"Bekasi, Jawa Barat, 17144, Indonesia",-6.2349858,106.9945444,"['Christine', 'Jahja', 'Jun', 'http', 'https']","['Christine', 'Jahja', 'Jun', 'http', 'https']","['christine', 'jahja', 'jun', 'http', 'https']",christine jahja jun http https
96,Anti_KADRUN,2963528849.0,Yohan Yo,"... nasabah Wanaartha Life hanya sebesar 5% dari tagihan. Sementara gagal bayar sudah hampir genap 4 tahun. - Halaman 2. View. 7:06 AM Â· Dec 15, 2023. Â·. 29.",['Wanaartha Life'],https://twitter.com/YohanYo64596277/status/1735556825175769175,"DKI Jakarta,Indonesia",Negatif,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['nasabah', 'Wanaartha', 'Life', 'hanya', 'sebesar', 'dari', 'tagihan', 'Sementara', 'gagal', 'bayar', 'sudah', 'hampir', 'genap', 'tahun', 'Halaman', 'View', 'AM', 'Dec']","['nasabah', 'Wanaartha', 'Life', '', 'sebesar', '', 'tagihan', 'Sementara', 'gagal', 'bayar', '', 'hampir', 'genap', 'tahun', 'Halaman', 'View', 'AM', 'Dec']","['nasabah', 'wanaartha', 'life', '', 'besar', '', 'tagih', 'sementara', 'gagal', 'bayar', '', 'hampir', 'genap', 'tahun', 'halaman', 'view', 'am', 'dec']",nasabah wanaartha life  besar  tagih sementara gagal bayar  hampir genap tahun halaman view am dec
97,ANTARASumsel,406921837.0,TheCropJajang,"... Piter Rasiman. Translate post. Kasus Jiwasraya, Kejagung Periksa Pemilik Asuransi WanaArtha Life. From m.bisnis.com Â· 10:20 AM Â· Nov 12, 2020.",['WanaArtha Life'],https://twitter.com/ChopShopkc1/status/1326832160087531525,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Piter', 'Rasiman', 'Translate', 'post', 'Kasus', 'Jiwasraya', 'Kejagung', 'Periksa', 'Pemilik', 'Asuransi', 'WanaArtha', 'Life', 'From', 'AM', 'Nov']","['Piter', 'Rasiman', 'Translate', 'post', 'Kasus', 'Jiwasraya', 'Kejagung', 'Periksa', 'Pemilik', 'Asuransi', 'WanaArtha', 'Life', 'From', 'AM', 'Nov']","['piter', 'rasiman', 'translate', 'post', 'kasus', 'jiwasraya', 'jagung', 'periksa', 'milik', 'asuransi', 'wanaartha', 'life', 'from', 'am', 'nov']",piter rasiman translate post kasus jiwasraya jagung periksa milik asuransi wanaartha life from am nov
98,mauritsjelek,7.15e+17,Triple Double (@lor1nser) / X,"@lor1nser. Â·. Mar 5, 2020. OJK Harus Segera Buka Blokir Rekening Efek WanaArtha Life - Tandatangani Petisi! http://chng.it/qvh8pxst via. @ChangeOrg_ID. 1.",['WanaArtha Life'],https://twitter.com/lor1nser,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Mar', 'OJK', 'Harus', 'Segera', 'Buka', 'Blokir', 'Rekening', 'Efek', 'WanaArtha', 'Life', 'Tandatangani', 'Petisi', 'http', 'via']","['Mar', 'OJK', 'Harus', 'Segera', 'Buka', 'Blokir', 'Rekening', 'Efek', 'WanaArtha', 'Life', 'Tandatangani', 'Petisi', 'http', 'via']","['mar', 'ojk', 'harus', 'segera', 'buka', 'blokir', 'rekening', 'efek', 'wanaartha', 'life', 'tandatangani', 'petisi', 'http', 'via']",mar ojk harus segera buka blokir rekening efek wanaartha life tandatangani petisi http via
99,Geegeehn1,9.86e+17,Kresna Life Insurance (@KresnaLifeID ...,Official Account Of Kresna Life Insurance (PT Asuransi Jiwa Kresna) ... Kresna Life Insurance (@kresnalife) â€¢ Instagram photo. From instagram.com.,"['Kresna Life', 'Kresna Life']",https://twitter.com/KresnaLifeID,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Official', 'Account', 'Of', 'Kresna', 'Life', 'Insurance', 'PT', 'Asuransi', 'Jiwa', 'Kresna', 'Kresna', 'Life', 'Insurance', 'kresnalife', 'Instagram', 'photo', 'From']","['Official', 'Account', 'Of', 'Kresna', 'Life', 'Insurance', 'PT', 'Asuransi', 'Jiwa', 'Kresna', 'Kresna', 'Life', 'Insurance', 'kresnalife', 'Instagram', 'photo', 'From']","['official', 'account', 'of', 'kresna', 'life', 'insurance', 'pt', 'asuransi', 'jiwa', 'kresna', 'kresna', 'life', 'insurance', 'kresnalife', 'instagram', 'photo', 'from']",official account of kresna life insurance pt asuransi jiwa kresna kresna life insurance kresnalife instagram photo from
